cpf,nome,sexo,idade,renda,estado,email,id_tran,estabelecimento,valor,status,data,porcentagemGastos
882575416,ELIZANELA,feminino,23,23455,TO,elizanela7@hotmail.com,2821,carrefour,1419,aprovada,02/2020,6.05
882575416,ELIZANELA,feminino,23,23455,TO,elizanela7@hotmail.com,1892,ifood,154,aprovada,05/2020,0.66
882575416,ELIZANELA,feminino,23,23455,TO,elizanela7@hotmail.com,3673,netflix,33,aprovada,02/2020,0.14
882575416,ELIZANELA,feminino,23,23455,TO,elizanela7@hotmail.com,3308,renner,159,aprovada,01/2020,0.68
882575416,ELIZANELA,feminino,23,23455,TO,elizanela7@hotmail.com,2254,renner,20,aprovada,05/2020,0.09
882575416,ELIZANELA,feminino,23,23455,TO,elizanela7@hotmail.com,3475,zara,997,aprovada,03/2020,4.25
704224114,MARCINEI,masculino,50,24654,SP,marcinei3@hotmail.com,598,cacau show,745,aprovada,02/2020,3.02
704224114,MARCINEI,masculino,50,24654,SP,marcinei3@hotmail.com,2050,cacau show,515,aprovada,03/2020,2.09
704224114,MARCINEI,masculino,50,24654,SP,marcinei3@hotmail.com,1885,carrefour,907,aprovada,03/2020,3.68
704224114,MARCINEI,masculino,50,24654,SP,marcinei3@hotmail.com,965,uber,72,aprovada,05/2020,0.29
704224114,MARCINEI,masculino,50,24654,SP,marcinei3@hotmail.com,3967,uber,100,aprovada,05/2020,0.41
704224114,MARCINEI,masculino,50,24654,SP,marcinei3@hotmail.com,701,uber,43,aprovada,01/2020,0.17
704224114,MARCINEI,masculino,50,24654,SP,marcinei3@hotmail.com,4365,zara,491,aprovada,03/2020,1.99
704224114,MARCINEI,masculino,50,24654,SP,marcinei3@hotmail.com,893,zara,351,aprovada,02/2020,1.42
41358977,CHAYANE,feminino,59,17741,MG,chayane6@hotmail.com,5151,carrefour,403,aprovada,02/2020,2.27
41358977,CHAYANE,feminino,59,17741,MG,chayane6@hotmail.com,1131,ifood,247,aprovada,05/2020,1.39
41358977,CHAYANE,feminino,59,17741,MG,chayane6@hotmail.com,1588,ifood,193,aprovada,02/2020,1.09
41358977,CHAYANE,feminino,59,17741,MG,chayane6@hotmail.com,3894,uber,83,aprovada,02/2020,0.47
41358977,CHAYANE,feminino,59,17741,MG,chayane6@hotmail.com,3145,uber,92,aprovada,01/2020,0.52
41358977,CHAYANE,feminino,59,17741,MG,chayane6@hotmail.com,4920,zara,885,aprovada,02/2020,4.99
41358977,CHAYANE,feminino,59,17741,MG,chayane6@hotmail.com,4506,zara,483,aprovada,05/2020,2.72
667194767,NELMO,masculino,58,22332,SP,nelmo6@hotmail.com,181,cacau show,168,aprovada,05/2020,0.75
667194767,NELMO,masculino,58,22332,SP,nelmo6@hotmail.com,4776,carrefour,835,aprovada,01/2020,3.74
667194767,NELMO,masculino,58,22332,SP,nelmo6@hotmail.com,1136,ifood,16,aprovada,04/2020,0.07
667194767,NELMO,masculino,58,22332,SP,nelmo6@hotmail.com,2192,netflix,46,aprovada,02/2020,0.21
667194767,NELMO,masculino,58,22332,SP,nelmo6@hotmail.com,2842,renner,30,aprovada,01/2020,0.13
667194767,NELMO,masculino,58,22332,SP,nelmo6@hotmail.com,853,renner,174,aprovada,01/2020,0.78
667194767,NELMO,masculino,58,22332,SP,nelmo6@hotmail.com,1778,uber,64,aprovada,02/2020,0.29
667194767,NELMO,masculino,58,22332,SP,nelmo6@hotmail.com,3714,zara,44,aprovada,03/2020,0.20
667194767,NELMO,masculino,58,22332,SP,nelmo6@hotmail.com,882,zara,495,aprovada,02/2020,2.22
667194767,NELMO,masculino,58,22332,SP,nelmo6@hotmail.com,3169,zara,901,aprovada,02/2020,4.03
667194767,NELMO,masculino,58,22332,SP,nelmo6@hotmail.com,1290,zara,959,aprovada,05/2020,4.29
145484666,JOICIANE,feminino,46,30671,SP,joiciane2@hotmail.com,1658,cacau show,8,aprovada,05/2020,0.03
145484666,JOICIANE,feminino,46,30671,SP,joiciane2@hotmail.com,946,renner,495,aprovada,03/2020,1.61
145484666,JOICIANE,feminino,46,30671,SP,joiciane2@hotmail.com,123,smart fit,92,aprovada,04/2020,0.30
145484666,JOICIANE,feminino,46,30671,SP,joiciane2@hotmail.com,4387,uber,93,aprovada,05/2020,0.30
145484666,JOICIANE,feminino,46,30671,SP,joiciane2@hotmail.com,2383,zara,451,aprovada,04/2020,1.47
658293829,ELIEDER,masculino,35,26576,MS,elieder4@hotmail.com,576,renner,398,aprovada,02/2020,1.50
658293829,ELIEDER,masculino,35,26576,MS,elieder4@hotmail.com,4572,smart fit,239,aprovada,01/2020,0.90
658293829,ELIEDER,masculino,35,26576,MS,elieder4@hotmail.com,2522,uber,99,aprovada,02/2020,0.37
658293829,ELIEDER,masculino,35,26576,MS,elieder4@hotmail.com,3358,uber,54,aprovada,03/2020,0.20
658293829,ELIEDER,masculino,35,26576,MS,elieder4@hotmail.com,406,zara,665,aprovada,04/2020,2.50
658293829,ELIEDER,masculino,35,26576,MS,elieder4@hotmail.com,2374,zara,522,aprovada,01/2020,1.96
913898556,DJALMIR,masculino,24,13634,SP,djalmir3@hotmail.com,418,cacau show,288,aprovada,04/2020,2.11
913898556,DJALMIR,masculino,24,13634,SP,djalmir3@hotmail.com,1238,ifood,232,aprovada,04/2020,1.70
913898556,DJALMIR,masculino,24,13634,SP,djalmir3@hotmail.com,2606,uber,69,aprovada,03/2020,0.51
913898556,DJALMIR,masculino,24,13634,SP,djalmir3@hotmail.com,4875,uber,83,aprovada,03/2020,0.61
913898556,DJALMIR,masculino,24,13634,SP,djalmir3@hotmail.com,801,uber,19,aprovada,03/2020,0.14
913898556,DJALMIR,masculino,24,13634,SP,djalmir3@hotmail.com,3765,zara,758,aprovada,03/2020,5.56
913898556,DJALMIR,masculino,24,13634,SP,djalmir3@hotmail.com,3192,zara,109,aprovada,02/2020,0.80
913898556,DJALMIR,masculino,24,13634,SP,djalmir3@hotmail.com,1551,zara,217,aprovada,04/2020,1.59
913898556,DJALMIR,masculino,24,13634,SP,djalmir3@hotmail.com,4935,zara,628,aprovada,03/2020,4.61
205564440,HEBER,masculino,31,34741,MG,heber1@hotmail.com,214,cacau show,649,aprovada,01/2020,1.87
205564440,HEBER,masculino,31,34741,MG,heber1@hotmail.com,2612,ifood,86,aprovada,01/2020,0.25
205564440,HEBER,masculino,31,34741,MG,heber1@hotmail.com,4818,renner,39,aprovada,01/2020,0.11
205564440,HEBER,masculino,31,34741,MG,heber1@hotmail.com,785,smart fit,183,aprovada,05/2020,0.53
205564440,HEBER,masculino,31,34741,MG,heber1@hotmail.com,4731,uber,32,aprovada,02/2020,0.09
205564440,HEBER,masculino,31,34741,MG,heber1@hotmail.com,1174,uber,22,aprovada,04/2020,0.06
205564440,HEBER,masculino,31,34741,MG,heber1@hotmail.com,2241,zara,502,aprovada,05/2020,1.44
354439306,AKILA,feminino,37,30177,SP,akila6@hotmail.com,5064,cacau show,533,aprovada,01/2020,1.77
354439306,AKILA,feminino,37,30177,SP,akila6@hotmail.com,1318,carrefour,247,aprovada,04/2020,0.82
354439306,AKILA,feminino,37,30177,SP,akila6@hotmail.com,3385,ifood,122,aprovada,04/2020,0.40
354439306,AKILA,feminino,37,30177,SP,akila6@hotmail.com,4720,ifood,183,aprovada,04/2020,0.61
354439306,AKILA,feminino,37,30177,SP,akila6@hotmail.com,525,netflix,31,aprovada,03/2020,0.10
354439306,AKILA,feminino,37,30177,SP,akila6@hotmail.com,141,renner,164,aprovada,04/2020,0.54
354439306,AKILA,feminino,37,30177,SP,akila6@hotmail.com,1123,uber,64,aprovada,05/2020,0.21
354439306,AKILA,feminino,37,30177,SP,akila6@hotmail.com,2689,uber,55,aprovada,02/2020,0.18
354439306,AKILA,feminino,37,30177,SP,akila6@hotmail.com,5171,uber,13,aprovada,05/2020,0.04
354439306,AKILA,feminino,37,30177,SP,akila6@hotmail.com,3587,zara,667,aprovada,02/2020,2.21
832065117,ROSENIRA,feminino,36,34333,PR,rosenira2@hotmail.com,644,cacau show,279,aprovada,01/2020,0.81
832065117,ROSENIRA,feminino,36,34333,PR,rosenira2@hotmail.com,2706,carrefour,1908,aprovada,05/2020,5.56
832065117,ROSENIRA,feminino,36,34333,PR,rosenira2@hotmail.com,1548,carrefour,126,aprovada,01/2020,0.37
832065117,ROSENIRA,feminino,36,34333,PR,rosenira2@hotmail.com,3437,carrefour,807,aprovada,02/2020,2.35
832065117,ROSENIRA,feminino,36,34333,PR,rosenira2@hotmail.com,3091,ifood,148,aprovada,02/2020,0.43
832065117,ROSENIRA,feminino,36,34333,PR,rosenira2@hotmail.com,2366,renner,141,aprovada,05/2020,0.41
832065117,ROSENIRA,feminino,36,34333,PR,rosenira2@hotmail.com,485,renner,346,aprovada,04/2020,1.01
832065117,ROSENIRA,feminino,36,34333,PR,rosenira2@hotmail.com,4742,renner,9,aprovada,03/2020,0.03
832065117,ROSENIRA,feminino,36,34333,PR,rosenira2@hotmail.com,3339,uber,67,aprovada,01/2020,0.20
832065117,ROSENIRA,feminino,36,34333,PR,rosenira2@hotmail.com,676,zara,465,aprovada,02/2020,1.35
977999491,RODINELE,masculino,56,24041,SP,rodinele1@hotmail.com,1693,ifood,276,aprovada,04/2020,1.15
977999491,RODINELE,masculino,56,24041,SP,rodinele1@hotmail.com,2595,ifood,281,aprovada,03/2020,1.17
977999491,RODINELE,masculino,56,24041,SP,rodinele1@hotmail.com,2744,renner,455,aprovada,01/2020,1.89
977999491,RODINELE,masculino,56,24041,SP,rodinele1@hotmail.com,2977,renner,259,aprovada,03/2020,1.08
977999491,RODINELE,masculino,56,24041,SP,rodinele1@hotmail.com,4108,renner,424,aprovada,01/2020,1.76
977999491,RODINELE,masculino,56,24041,SP,rodinele1@hotmail.com,510,renner,449,aprovada,01/2020,1.87
977999491,RODINELE,masculino,56,24041,SP,rodinele1@hotmail.com,4946,smart fit,234,aprovada,03/2020,0.97
977999491,RODINELE,masculino,56,24041,SP,rodinele1@hotmail.com,3269,uber,91,aprovada,02/2020,0.38
977999491,RODINELE,masculino,56,24041,SP,rodinele1@hotmail.com,155,zara,377,aprovada,02/2020,1.57
977999491,RODINELE,masculino,56,24041,SP,rodinele1@hotmail.com,3248,zara,566,aprovada,04/2020,2.35
977999491,RODINELE,masculino,56,24041,SP,rodinele1@hotmail.com,2435,zara,875,aprovada,03/2020,3.64
977999491,RODINELE,masculino,56,24041,SP,rodinele1@hotmail.com,867,zara,845,aprovada,04/2020,3.51
388671909,NILZA,feminino,39,19448,SP,nilza2@hotmail.com,1249,carrefour,854,aprovada,04/2020,4.39
388671909,NILZA,feminino,39,19448,SP,nilza2@hotmail.com,2583,ifood,114,aprovada,02/2020,0.59
388671909,NILZA,feminino,39,19448,SP,nilza2@hotmail.com,5060,ifood,175,aprovada,05/2020,0.90
388671909,NILZA,feminino,39,19448,SP,nilza2@hotmail.com,2368,netflix,36,aprovada,05/2020,0.19
388671909,NILZA,feminino,39,19448,SP,nilza2@hotmail.com,3945,netflix,39,aprovada,05/2020,0.20
388671909,NILZA,feminino,39,19448,SP,nilza2@hotmail.com,4781,renner,27,aprovada,04/2020,0.14
388671909,NILZA,feminino,39,19448,SP,nilza2@hotmail.com,1825,renner,489,aprovada,02/2020,2.51
388671909,NILZA,feminino,39,19448,SP,nilza2@hotmail.com,3344,uber,6,aprovada,03/2020,0.03
388671909,NILZA,feminino,39,19448,SP,nilza2@hotmail.com,1579,zara,70,aprovada,02/2020,0.36
971973379,DEUSDEDIT,masculino,40,11871,PR,deusdedit6@hotmail.com,3626,carrefour,83,aprovada,05/2020,0.70
971973379,DEUSDEDIT,masculino,40,11871,PR,deusdedit6@hotmail.com,2488,ifood,156,aprovada,05/2020,1.31
971973379,DEUSDEDIT,masculino,40,11871,PR,deusdedit6@hotmail.com,1366,renner,146,aprovada,03/2020,1.23
971973379,DEUSDEDIT,masculino,40,11871,PR,deusdedit6@hotmail.com,2084,renner,378,aprovada,04/2020,3.18
971973379,DEUSDEDIT,masculino,40,11871,PR,deusdedit6@hotmail.com,4775,uber,13,aprovada,05/2020,0.11
971973379,DEUSDEDIT,masculino,40,11871,PR,deusdedit6@hotmail.com,2390,uber,89,aprovada,04/2020,0.75
971973379,DEUSDEDIT,masculino,40,11871,PR,deusdedit6@hotmail.com,3962,uber,35,aprovada,05/2020,0.29
971973379,DEUSDEDIT,masculino,40,11871,PR,deusdedit6@hotmail.com,558,zara,539,aprovada,04/2020,4.54
128915134,ALA,masculino,34,27574,SP,ala4@hotmail.com,2053,ifood,232,aprovada,03/2020,0.84
128915134,ALA,masculino,34,27574,SP,ala4@hotmail.com,3809,ifood,16,aprovada,03/2020,0.06
128915134,ALA,masculino,34,27574,SP,ala4@hotmail.com,2534,renner,144,aprovada,02/2020,0.52
128915134,ALA,masculino,34,27574,SP,ala4@hotmail.com,2786,renner,278,aprovada,01/2020,1.01
128915134,ALA,masculino,34,27574,SP,ala4@hotmail.com,3562,zara,669,aprovada,04/2020,2.43
128915134,ALA,masculino,34,27574,SP,ala4@hotmail.com,2577,zara,619,aprovada,01/2020,2.24
182958574,ROJERIO,masculino,59,32940,SP,rojerio2@hotmail.com,3160,carrefour,280,aprovada,05/2020,0.85
182958574,ROJERIO,masculino,59,32940,SP,rojerio2@hotmail.com,59,ifood,42,aprovada,02/2020,0.13
182958574,ROJERIO,masculino,59,32940,SP,rojerio2@hotmail.com,1559,ifood,218,aprovada,02/2020,0.66
182958574,ROJERIO,masculino,59,32940,SP,rojerio2@hotmail.com,1863,ifood,189,aprovada,03/2020,0.57
182958574,ROJERIO,masculino,59,32940,SP,rojerio2@hotmail.com,222,smart fit,148,aprovada,02/2020,0.45
182958574,ROJERIO,masculino,59,32940,SP,rojerio2@hotmail.com,2043,uber,39,aprovada,05/2020,0.12
182958574,ROJERIO,masculino,59,32940,SP,rojerio2@hotmail.com,3280,uber,88,negada,02/2020,0.27
182958574,ROJERIO,masculino,59,32940,SP,rojerio2@hotmail.com,4112,uber,34,aprovada,03/2020,0.10
182958574,ROJERIO,masculino,59,32940,SP,rojerio2@hotmail.com,3391,zara,314,aprovada,04/2020,0.95
182958574,ROJERIO,masculino,59,32940,SP,rojerio2@hotmail.com,1986,zara,219,aprovada,03/2020,0.66
182958574,ROJERIO,masculino,59,32940,SP,rojerio2@hotmail.com,4774,zara,411,aprovada,03/2020,1.25
315825673,ATILAS,masculino,37,22103,TO,atilas9@hotmail.com,2982,ifood,211,aprovada,02/2020,0.95
315825673,ATILAS,masculino,37,22103,TO,atilas9@hotmail.com,3637,renner,422,aprovada,05/2020,1.91
315825673,ATILAS,masculino,37,22103,TO,atilas9@hotmail.com,2783,renner,72,aprovada,03/2020,0.33
315825673,ATILAS,masculino,37,22103,TO,atilas9@hotmail.com,1812,renner,8,aprovada,04/2020,0.04
315825673,ATILAS,masculino,37,22103,TO,atilas9@hotmail.com,2015,smart fit,116,aprovada,04/2020,0.52
315825673,ATILAS,masculino,37,22103,TO,atilas9@hotmail.com,3224,zara,869,aprovada,05/2020,3.93
315825673,ATILAS,masculino,37,22103,TO,atilas9@hotmail.com,3593,zara,973,aprovada,03/2020,4.40
56772694,CONSUELO,feminino,49,16333,PR,consuelo7@hotmail.com,366,carrefour,371,aprovada,03/2020,2.27
56772694,CONSUELO,feminino,49,16333,PR,consuelo7@hotmail.com,3025,ifood,119,aprovada,03/2020,0.73
56772694,CONSUELO,feminino,49,16333,PR,consuelo7@hotmail.com,4593,ifood,147,aprovada,02/2020,0.90
56772694,CONSUELO,feminino,49,16333,PR,consuelo7@hotmail.com,5104,renner,493,aprovada,04/2020,3.02
56772694,CONSUELO,feminino,49,16333,PR,consuelo7@hotmail.com,1739,uber,69,aprovada,01/2020,0.42
56772694,CONSUELO,feminino,49,16333,PR,consuelo7@hotmail.com,4053,zara,81,aprovada,02/2020,0.50
56772694,CONSUELO,feminino,49,16333,PR,consuelo7@hotmail.com,911,zara,977,aprovada,02/2020,5.98
56772694,CONSUELO,feminino,49,16333,PR,consuelo7@hotmail.com,1442,zara,685,aprovada,03/2020,4.19
272067232,JARILSON,masculino,21,35010,MG,jarilson3@hotmail.com,4780,cacau show,781,aprovada,03/2020,2.23
272067232,JARILSON,masculino,21,35010,MG,jarilson3@hotmail.com,1713,ifood,264,aprovada,01/2020,0.75
272067232,JARILSON,masculino,21,35010,MG,jarilson3@hotmail.com,3720,renner,152,aprovada,03/2020,0.43
272067232,JARILSON,masculino,21,35010,MG,jarilson3@hotmail.com,79,smart fit,241,aprovada,02/2020,0.69
272067232,JARILSON,masculino,21,35010,MG,jarilson3@hotmail.com,3567,uber,90,aprovada,02/2020,0.26
272067232,JARILSON,masculino,21,35010,MG,jarilson3@hotmail.com,3123,uber,8,aprovada,04/2020,0.02
272067232,JARILSON,masculino,21,35010,MG,jarilson3@hotmail.com,3312,zara,685,aprovada,02/2020,1.96
272067232,JARILSON,masculino,21,35010,MG,jarilson3@hotmail.com,4786,zara,583,aprovada,04/2020,1.67
272067232,JARILSON,masculino,21,35010,MG,jarilson3@hotmail.com,4263,zara,556,aprovada,03/2020,1.59
272067232,JARILSON,masculino,21,35010,MG,jarilson3@hotmail.com,3496,zara,370,negada,02/2020,1.06
272067232,JARILSON,masculino,21,35010,MG,jarilson3@hotmail.com,4417,zara,965,aprovada,04/2020,2.76
468327595,MAIRA,feminino,24,11750,TO,maira2@hotmail.com,1279,cacau show,653,negada,04/2020,5.56
468327595,MAIRA,feminino,24,11750,TO,maira2@hotmail.com,3642,ifood,142,aprovada,04/2020,1.21
468327595,MAIRA,feminino,24,11750,TO,maira2@hotmail.com,4083,netflix,35,aprovada,02/2020,0.30
468327595,MAIRA,feminino,24,11750,TO,maira2@hotmail.com,857,renner,432,aprovada,02/2020,3.68
468327595,MAIRA,feminino,24,11750,TO,maira2@hotmail.com,2451,renner,407,aprovada,05/2020,3.46
468327595,MAIRA,feminino,24,11750,TO,maira2@hotmail.com,3446,uber,41,aprovada,03/2020,0.35
468327595,MAIRA,feminino,24,11750,TO,maira2@hotmail.com,1048,uber,82,aprovada,04/2020,0.70
468327595,MAIRA,feminino,24,11750,TO,maira2@hotmail.com,2160,uber,14,aprovada,05/2020,0.12
192778157,CILIANE,feminino,28,24387,SP,ciliane7@hotmail.com,27,netflix,42,aprovada,03/2020,0.17
192778157,CILIANE,feminino,28,24387,SP,ciliane7@hotmail.com,4551,renner,429,aprovada,05/2020,1.76
192778157,CILIANE,feminino,28,24387,SP,ciliane7@hotmail.com,2287,uber,42,aprovada,03/2020,0.17
192778157,CILIANE,feminino,28,24387,SP,ciliane7@hotmail.com,2325,zara,644,aprovada,02/2020,2.64
192778157,CILIANE,feminino,28,24387,SP,ciliane7@hotmail.com,3203,zara,942,aprovada,04/2020,3.86
192778157,CILIANE,feminino,28,24387,SP,ciliane7@hotmail.com,4411,zara,267,aprovada,01/2020,1.09
192778157,CILIANE,feminino,28,24387,SP,ciliane7@hotmail.com,784,zara,67,aprovada,04/2020,0.27
766245458,JESSER,masculino,49,19157,TO,jesser5@hotmail.com,2495,carrefour,628,aprovada,03/2020,3.28
766245458,JESSER,masculino,49,19157,TO,jesser5@hotmail.com,3014,renner,86,aprovada,05/2020,0.45
766245458,JESSER,masculino,49,19157,TO,jesser5@hotmail.com,1681,smart fit,235,aprovada,02/2020,1.23
766245458,JESSER,masculino,49,19157,TO,jesser5@hotmail.com,3862,zara,502,aprovada,03/2020,2.62
766245458,JESSER,masculino,49,19157,TO,jesser5@hotmail.com,167,zara,668,aprovada,01/2020,3.49
766245458,JESSER,masculino,49,19157,TO,jesser5@hotmail.com,1294,zara,940,aprovada,02/2020,4.91
856873453,ELIONE,feminino,52,11221,RJ,elione0@hotmail.com,3263,ifood,123,aprovada,01/2020,1.10
856873453,ELIONE,feminino,52,11221,RJ,elione0@hotmail.com,778,renner,119,aprovada,03/2020,1.06
856873453,ELIONE,feminino,52,11221,RJ,elione0@hotmail.com,4405,smart fit,127,aprovada,05/2020,1.13
856873453,ELIONE,feminino,52,11221,RJ,elione0@hotmail.com,461,zara,122,aprovada,04/2020,1.09
856873453,ELIONE,feminino,52,11221,RJ,elione0@hotmail.com,5013,zara,916,negada,03/2020,8.16
856873453,ELIONE,feminino,52,11221,RJ,elione0@hotmail.com,186,zara,314,aprovada,03/2020,2.80
856873453,ELIONE,feminino,52,11221,RJ,elione0@hotmail.com,775,zara,494,aprovada,03/2020,4.40
614897248,NATALIO,masculino,43,31625,MG,natalio1@hotmail.com,5197,ifood,158,aprovada,04/2020,0.50
614897248,NATALIO,masculino,43,31625,MG,natalio1@hotmail.com,3315,renner,403,aprovada,05/2020,1.27
614897248,NATALIO,masculino,43,31625,MG,natalio1@hotmail.com,168,renner,376,aprovada,05/2020,1.19
614897248,NATALIO,masculino,43,31625,MG,natalio1@hotmail.com,4827,smart fit,235,aprovada,02/2020,0.74
614897248,NATALIO,masculino,43,31625,MG,natalio1@hotmail.com,3683,uber,94,aprovada,03/2020,0.30
614897248,NATALIO,masculino,43,31625,MG,natalio1@hotmail.com,3811,uber,69,aprovada,03/2020,0.22
614897248,NATALIO,masculino,43,31625,MG,natalio1@hotmail.com,569,uber,17,aprovada,01/2020,0.05
614897248,NATALIO,masculino,43,31625,MG,natalio1@hotmail.com,1556,zara,828,aprovada,01/2020,2.62
614897248,NATALIO,masculino,43,31625,MG,natalio1@hotmail.com,224,zara,562,aprovada,02/2020,1.78
614897248,NATALIO,masculino,43,31625,MG,natalio1@hotmail.com,772,zara,85,aprovada,01/2020,0.27
614897248,NATALIO,masculino,43,31625,MG,natalio1@hotmail.com,4243,zara,478,aprovada,05/2020,1.51
161755466,ALDERINO,masculino,33,26548,SP,alderino8@hotmail.com,3663,renner,145,aprovada,02/2020,0.55
161755466,ALDERINO,masculino,33,26548,SP,alderino8@hotmail.com,5216,smart fit,211,aprovada,04/2020,0.79
161755466,ALDERINO,masculino,33,26548,SP,alderino8@hotmail.com,1581,smart fit,160,aprovada,01/2020,0.60
161755466,ALDERINO,masculino,33,26548,SP,alderino8@hotmail.com,4169,uber,60,aprovada,01/2020,0.23
161755466,ALDERINO,masculino,33,26548,SP,alderino8@hotmail.com,4845,zara,542,aprovada,04/2020,2.04
161755466,ALDERINO,masculino,33,26548,SP,alderino8@hotmail.com,1110,zara,304,aprovada,03/2020,1.15
110484584,SIBILA,feminino,43,10968,MG,sibila2@hotmail.com,3389,carrefour,446,aprovada,03/2020,4.07
110484584,SIBILA,feminino,43,10968,MG,sibila2@hotmail.com,3217,netflix,46,aprovada,05/2020,0.42
110484584,SIBILA,feminino,43,10968,MG,sibila2@hotmail.com,2158,renner,408,aprovada,01/2020,3.72
110484584,SIBILA,feminino,43,10968,MG,sibila2@hotmail.com,3746,renner,285,aprovada,03/2020,2.60
110484584,SIBILA,feminino,43,10968,MG,sibila2@hotmail.com,249,smart fit,247,aprovada,05/2020,2.25
110484584,SIBILA,feminino,43,10968,MG,sibila2@hotmail.com,2810,smart fit,207,aprovada,03/2020,1.89
110484584,SIBILA,feminino,43,10968,MG,sibila2@hotmail.com,4222,uber,66,negada,02/2020,0.60
918979649,RINARA,feminino,52,19234,RS,rinara4@hotmail.com,363,cacau show,221,aprovada,05/2020,1.15
918979649,RINARA,feminino,52,19234,RS,rinara4@hotmail.com,4484,carrefour,302,negada,03/2020,1.57
918979649,RINARA,feminino,52,19234,RS,rinara4@hotmail.com,4591,carrefour,1249,aprovada,05/2020,6.49
918979649,RINARA,feminino,52,19234,RS,rinara4@hotmail.com,3161,ifood,169,aprovada,05/2020,0.88
918979649,RINARA,feminino,52,19234,RS,rinara4@hotmail.com,1975,ifood,125,aprovada,02/2020,0.65
918979649,RINARA,feminino,52,19234,RS,rinara4@hotmail.com,4664,netflix,40,aprovada,05/2020,0.21
918979649,RINARA,feminino,52,19234,RS,rinara4@hotmail.com,818,renner,93,aprovada,05/2020,0.48
918979649,RINARA,feminino,52,19234,RS,rinara4@hotmail.com,3540,renner,211,aprovada,05/2020,1.10
918979649,RINARA,feminino,52,19234,RS,rinara4@hotmail.com,1931,smart fit,207,aprovada,01/2020,1.08
918979649,RINARA,feminino,52,19234,RS,rinara4@hotmail.com,1858,uber,50,aprovada,05/2020,0.26
918979649,RINARA,feminino,52,19234,RS,rinara4@hotmail.com,4505,uber,69,aprovada,05/2020,0.36
918979649,RINARA,feminino,52,19234,RS,rinara4@hotmail.com,854,uber,22,aprovada,05/2020,0.11
918979649,RINARA,feminino,52,19234,RS,rinara4@hotmail.com,4888,uber,7,aprovada,05/2020,0.04
918979649,RINARA,feminino,52,19234,RS,rinara4@hotmail.com,682,uber,63,aprovada,02/2020,0.33
918979649,RINARA,feminino,52,19234,RS,rinara4@hotmail.com,2762,zara,300,aprovada,03/2020,1.56
918979649,RINARA,feminino,52,19234,RS,rinara4@hotmail.com,1809,zara,751,aprovada,03/2020,3.90
918979649,RINARA,feminino,52,19234,RS,rinara4@hotmail.com,5069,zara,252,aprovada,02/2020,1.31
403041522,CELMIRA,feminino,44,39400,SP,celmira7@hotmail.com,3605,netflix,44,aprovada,01/2020,0.11
403041522,CELMIRA,feminino,44,39400,SP,celmira7@hotmail.com,4823,renner,356,aprovada,04/2020,0.90
403041522,CELMIRA,feminino,44,39400,SP,celmira7@hotmail.com,2009,renner,130,aprovada,05/2020,0.33
403041522,CELMIRA,feminino,44,39400,SP,celmira7@hotmail.com,3364,renner,332,negada,02/2020,0.84
403041522,CELMIRA,feminino,44,39400,SP,celmira7@hotmail.com,930,uber,74,aprovada,01/2020,0.19
403041522,CELMIRA,feminino,44,39400,SP,celmira7@hotmail.com,4337,zara,814,aprovada,05/2020,2.07
641357255,NATHALHA,feminino,28,15195,MG,nathalha8@hotmail.com,4158,carrefour,873,aprovada,05/2020,5.75
641357255,NATHALHA,feminino,28,15195,MG,nathalha8@hotmail.com,4518,ifood,77,aprovada,02/2020,0.51
641357255,NATHALHA,feminino,28,15195,MG,nathalha8@hotmail.com,4197,netflix,33,negada,01/2020,0.22
641357255,NATHALHA,feminino,28,15195,MG,nathalha8@hotmail.com,2052,renner,336,negada,02/2020,2.21
641357255,NATHALHA,feminino,28,15195,MG,nathalha8@hotmail.com,1030,uber,79,aprovada,05/2020,0.52
641357255,NATHALHA,feminino,28,15195,MG,nathalha8@hotmail.com,76,uber,48,aprovada,01/2020,0.32
641357255,NATHALHA,feminino,28,15195,MG,nathalha8@hotmail.com,3524,uber,89,aprovada,03/2020,0.59
641357255,NATHALHA,feminino,28,15195,MG,nathalha8@hotmail.com,939,uber,98,aprovada,03/2020,0.64
641357255,NATHALHA,feminino,28,15195,MG,nathalha8@hotmail.com,2735,zara,661,aprovada,03/2020,4.35
641357255,NATHALHA,feminino,28,15195,MG,nathalha8@hotmail.com,1905,zara,871,aprovada,05/2020,5.73
641357255,NATHALHA,feminino,28,15195,MG,nathalha8@hotmail.com,277,zara,488,aprovada,05/2020,3.21
641357255,NATHALHA,feminino,28,15195,MG,nathalha8@hotmail.com,2541,zara,374,aprovada,02/2020,2.46
885341167,GLEBSON,masculino,39,20410,RJ,glebson3@hotmail.com,213,cacau show,311,aprovada,02/2020,1.52
885341167,GLEBSON,masculino,39,20410,RJ,glebson3@hotmail.com,1210,carrefour,1572,aprovada,02/2020,7.70
885341167,GLEBSON,masculino,39,20410,RJ,glebson3@hotmail.com,5179,ifood,105,aprovada,01/2020,0.51
885341167,GLEBSON,masculino,39,20410,RJ,glebson3@hotmail.com,1213,netflix,39,aprovada,03/2020,0.19
885341167,GLEBSON,masculino,39,20410,RJ,glebson3@hotmail.com,319,smart fit,241,aprovada,03/2020,1.18
885341167,GLEBSON,masculino,39,20410,RJ,glebson3@hotmail.com,5166,smart fit,66,aprovada,01/2020,0.32
